QTD DE BUSCAS,ARQUIVOS,N DE REPETIÇÕES,TEMPO DE INSERÇÃO,TEMPO DE BUSCA,BUSCA/QTD DE BUSCAS
10,txt/bible.txt txt/satanic_bible.txt,5,"0,93992260000000000000","0,01228060000000000000","0,00122806000000000000"
100,txt/bible.txt txt/satanic_bible.txt,5,"0,92155360000000000000","0,20185720000000000000","0,00201857200000000000"
